Flight_ID,Date,Time,Departure_Airport,Arrival_Airport,Datetime,Hour,Weekday_numeric,Wind_Speed_knotstomph,Visibility_km_tomile,Temperature_Celsius_toFahrenheit,Season,Turbulence_LeveltoNumerical,Depart_Latitude,Depart_Longitude,Depart_Index,Arrive_Latitude,Arrive_Longitude,Arrive_Index,Distance_mile,TimeOfDay,TimeOfDay_num
98,2024-07-14,01:44:00,DFW,DTW,2024-07-14 01:44:00,1,7,14.960139999999999,4.35052827843381,28.4,2,1,32.896,-97.037,10.0,42.212,-83.353,6.0,985.7637811259169,Night,4
99,2024-05-23,16:36:00,LAX,JFK,2024-05-23 16:36:00,16,4,46.0312,4.9720323182100685,80.6,1,1,33.942,-118.408,4.0,40.640,-73.779,21.0,2469.487039156723,Afternoon,2
163,2024-12-22,03:54:00,PHX,IAD,2024-12-22 03:54:00,3,7,20.714039999999997,5.593536357986327,84.2,0,2,33.434,-112.008,9.0,38.944,-77.456,7.0,1951.8864117000771,Night,4
147,2024-02-18,23:54:00,BOS,ATL,2024-02-18 23:54:00,23,7,51.78509999999999,11.187072715972654,91.4,0,2,42.364,-71.005,7.0,33.640,-84.427,20.0,945.2538137606012,Night,4
114,2024-12-27,12:12:00,IAD,CLT,2024-12-27 12:12:00,12,5,19.56326,1.8645121193287757,87.8,0,3,38.944,-77.456,11.0,35.214,-80.943,27.0,321.4460160232091,Afternoon,2
80,2024-01-22,02:52:00,PDX,SFO,2024-01-22 02:52:00,2,1,6.904679999999999,2.4860161591050343,104.0,0,1,45.589,-122.597,19.0,37.619,-122.375,11.0,550.7987172168616,Night,4
41,2024-07-21,07:46:00,ORD,LAS,2024-07-21 07:46:00,7,7,54.086659999999995,3.7290242386575514,24.8,2,2,41.979,-87.904,12.0,36.080,-115.152,2.0,1511.0475387750757,Morning,1
105,2024-03-22,03:22:00,PHX,MIA,2024-03-22 03:22:00,3,5,1.15078,1.2430080795525171,10.399999999999999,1,2,33.434,-112.008,9.0,25.793,-80.291,10.0,1968.4439380832523,Night,4
35,2024-08-08,07:34:00,DEN,PHX,2024-08-08 07:34:00,7,4,35.67418,9.322560596643878,10.399999999999999,2,1,39.858,-104.667,20.0,33.434,-112.008,25.0,601.7370009334737,Morning,1
5,2024-03-15,07:34:00,ORD,IAH,2024-03-15 07:34:00,7,5,25.317159999999998,3.7290242386575514,71.6,1,3,41.979,-87.904,12.0,29.980,-95.340,18.0,926.5443501950704,Morning,1
59,2024-03-23,08:38:00,TPA,ORD,2024-03-23 08:38:00,8,6,57.538999999999994,3.7290242386575514,78.8,1,2,27.975,-82.533,25.0,41.979,-87.904,13.0,1013.6752853714656,Morning,1
164,2024-09-24,15:43:00,AUS,TPA,2024-09-24 15:43:00,15,2,17.261699999999998,0.6215040397762586,91.4,3,3,30.194,-97.670,21.0,27.975,-82.533,8.0,926.034882691217,Afternoon,2
128,2024-06-03,20:41:00,MIA,LAX,2024-06-03 20:41:00,20,1,2.30156,8.079552517091361,59.0,2,1,25.793,-80.291,18.0,33.942,-118.408,14.0,2337.9953984438393,Evening,3
4,2024-03-17,04:42:00,SLC,SFO,2024-03-17 04:42:00,4,7,18.41248,10.565568676196396,73.4,1,3,40.788,-111.978,24.0,37.619,-122.375,11.0,597.7020826142636,Night,4
43,2024-05-22,23:54:00,MCI,MSP,2024-05-22 23:54:00,23,3,56.38822,6.836544437538844,6.800000000000001,1,3,39.297,-94.714,28.0,44.880,-93.217,4.0,393.2945768983796,Night,4
138,2024-09-23,05:37:00,LAX,IAD,2024-09-23 05:37:00,5,1,17.261699999999998,5.593536357986327,30.2,3,1,33.942,-118.408,4.0,38.944,-77.456,7.0,2282.9664032071264,Morning,1
86,2024-04-24,23:23:00,DTW,PHX,2024-04-24 23:23:00,23,3,12.658579999999999,9.944064636420137,48.2,1,1,42.212,-83.353,14.0,33.434,-112.008,25.0,1667.5905260811808,Night,4
165,2024-02-19,10:14:00,MCI,STL,2024-02-19 10:14:00,10,1,32.22184,4.35052827843381,93.2,0,3,39.297,-94.714,28.0,38.748,-90.360,19.0,236.75247366952274,Morning,1
59,2024-11-28,14:01:00,IND,MIA,2024-11-28 14:01:00,14,4,41.428079999999994,2.4860161591050343,23.0,3,3,39.717,-86.294,5.0,25.793,-80.291,10.0,1022.6764204161175,Afternoon,2
88,2024-01-11,22:33:00,DEN,SFO,2024-01-11 22:33:00,22,4,27.618719999999996,4.9720323182100685,-0.3999999999999986,0,3,39.858,-104.667,20.0,37.619,-122.375,11.0,965.1617787430988,Night,4
63,2024-10-06,20:59:00,TPA,LAX,2024-10-06 20:59:00,20,7,55.23743999999999,9.322560596643878,28.4,3,1,27.975,-82.533,25.0,33.942,-118.408,14.0,2153.9848018819057,Evening,3
122,2024-10-22,14:00:00,DFW,DEN,2024-10-22 14:00:00,14,2,51.78509999999999,8.079552517091361,50.0,3,2,32.896,-97.037,10.0,39.858,-104.667,23.0,640.998235714272,Afternoon,2
135,2024-11-23,23:46:00,PHL,STL,2024-11-23 23:46:00,23,6,29.920279999999998,6.836544437538844,68.0,3,3,39.872,-75.241,6.0,38.748,-90.360,19.0,811.0071626187242,Night,4
112,2024-05-17,07:18:00,BNA,CMH,2024-05-17 07:18:00,7,5,5.7539,10.565568676196396,86.0,1,3,36.124,-86.678,27.0,39.998,-82.892,24.0,337.66410988761254,Morning,1
43,2024-11-22,02:25:00,PHL,ATL,2024-11-22 02:25:00,2,5,29.920279999999998,4.9720323182100685,53.6,3,1,39.872,-75.241,6.0,33.640,-84.427,20.0,665.6710317245144,Night,4
140,2024-02-09,19:57:00,SLC,LAX,2024-02-09 19:57:00,19,5,35.67418,3.107520198881293,53.6,0,3,40.788,-111.978,24.0,33.942,-118.408,14.0,589.8913012846623,Evening,3
9,2024-01-23,01:29:00,CMH,ORD,2024-01-23 01:29:00,1,2,11.5078,6.215040397762586,5.0,0,2,39.998,-82.892,16.0,41.979,-87.904,13.0,294.9991442715795,Night,4
112,2024-10-05,06:31:00,MSP,SAN,2024-10-05 06:31:00,6,6,29.920279999999998,7.458048477315103,91.4,3,2,44.880,-93.217,23.0,32.733,-117.189,28.0,1530.4645030384634,Morning,1
170,2024-03-19,22:40:00,IAD,BOS,2024-03-19 22:40:00,22,2,43.729639999999996,5.593536357986327,60.8,1,1,38.944,-77.456,11.0,42.364,-71.005,15.0,412.3419711971265,Night,4
31,2024-05-09,08:05:00,TPA,MCI,2024-05-09 08:05:00,8,4,27.618719999999996,6.215040397762586,37.4,1,3,27.975,-82.533,25.0,39.297,-94.714,5.0,1048.180131635812,Morning,1
42,2024-05-06,00:10:00,ORD,SAN,2024-05-06 00:10:00,0,1,44.880419999999994,6.215040397762586,57.2,1,3,41.979,-87.904,12.0,32.733,-117.189,28.0,1720.0333400616692,Night,4
28,2024-12-26,01:56:00,DFW,MIA,2024-12-26 01:56:00,1,4,43.729639999999996,11.187072715972654,75.2,0,2,32.896,-97.037,10.0,25.793,-80.291,10.0,1119.7392449063816,Night,4
151,2024-01-28,01:05:00,ORD,DTW,2024-01-28 01:05:00,1,7,32.22184,0.6215040397762586,50.0,0,3,41.979,-87.904,12.0,42.212,-83.353,6.0,233.8554659321873,Night,4
55,2024-04-10,07:00:00,PDX,SEA,2024-04-10 07:00:00,7,3,31.07106,8.70105655686762,53.6,1,1,45.589,-122.597,19.0,47.449,-122.309,0.0,129.24214383044833,Morning,1
32,2024-09-18,14:45:00,DEN,TPA,2024-09-18 14:45:00,14,3,24.166379999999997,1.2430080795525171,28.4,3,3,39.858,-104.667,20.0,27.975,-82.533,8.0,1504.9316187614183,Afternoon,2
90,2024-05-16,17:04:00,BNA,CLT,2024-05-16 17:04:00,17,4,52.93588,9.944064636420137,8.600000000000001,1,1,36.124,-86.678,27.0,35.214,-80.943,27.0,327.94643965880084,Evening,3
64,2024-05-22,23:21:00,SEA,STL,2024-05-22 23:21:00,23,3,18.41248,11.187072715972654,21.2,1,1,47.449,-122.309,22.0,38.748,-90.360,19.0,1705.7626610271386,Night,4
62,2024-10-13,10:09:00,TPA,IAD,2024-10-13 10:09:00,10,7,29.920279999999998,1.8645121193287757,10.399999999999999,3,2,27.975,-82.533,25.0,38.944,-77.456,7.0,812.0510926867364,Morning,1
30,2024-11-26,14:42:00,CLT,PHL,2024-11-26 14:42:00,14,2,12.658579999999999,3.107520198881293,66.2,3,2,35.214,-80.943,8.0,39.872,-75.241,3.0,448.31244911160724,Afternoon,2
31,2024-09-22,18:24:00,STL,SAN,2024-09-22 18:24:00,18,7,29.920279999999998,3.7290242386575514,17.6,3,2,38.748,-90.360,2.0,32.733,-117.189,28.0,1554.6650722325114,Evening,3
145,2024-11-14,03:40:00,IAD,MCO,2024-11-14 03:40:00,3,4,32.22184,11.808576755748913,26.6,3,3,38.944,-77.456,11.0,28.429,-81.316,17.0,759.4453489037128,Night,4
103,2024-10-10,15:22:00,IAD,DTW,2024-10-10 15:22:00,15,4,19.56326,11.187072715972654,5.0,3,2,38.944,-77.456,11.0,42.212,-83.353,6.0,382.92984785981145,Afternoon,2
144,2024-07-02,05:06:00,MSP,PHX,2024-07-02 05:06:00,5,2,43.729639999999996,8.079552517091361,21.2,2,1,44.880,-93.217,23.0,33.434,-112.008,25.0,1274.8610491379409,Morning,1
163,2024-08-11,14:43:00,MSP,MCO,2024-08-11 14:43:00,14,7,8.05546,7.458048477315103,95.0,2,2,44.880,-93.217,23.0,28.429,-81.316,17.0,1310.9671234824577,Afternoon,2
161,2024-12-26,01:05:00,IND,JFK,2024-12-26 01:05:00,1,4,28.769499999999997,6.215040397762586,32.0,0,3,39.717,-86.294,5.0,40.640,-73.779,21.0,663.1764119888318,Night,4
128,2024-01-03,09:53:00,LAX,PDX,2024-01-03 09:53:00,9,3,51.78509999999999,12.430080795525171,14.0,0,1,33.942,-118.408,4.0,45.589,-122.597,22.0,834.6059434700805,Morning,1
67,2024-01-01,10:09:00,ORD,PHX,2024-01-01 10:09:00,10,1,25.317159999999998,3.7290242386575514,-0.3999999999999986,0,2,41.979,-87.904,12.0,33.434,-112.008,25.0,1437.3729599113792,Morning,1
187,2024-10-17,23:11:00,CMH,MCI,2024-10-17 23:11:00,23,4,5.7539,4.9720323182100685,62.6,3,2,39.998,-82.892,16.0,39.297,-94.714,5.0,630.3430819421238,Night,4
190,2024-04-09,07:27:00,SFO,PHL,2024-04-09 07:27:00,7,2,50.634319999999995,11.808576755748913,96.8,1,3,37.619,-122.375,17.0,39.872,-75.241,3.0,2515.1859234297044,Morning,1
93,2024-03-07,12:59:00,LAX,PDX,2024-03-07 12:59:00,12,4,6.904679999999999,8.70105655686762,-2.200000000000003,1,1,33.942,-118.408,4.0,45.589,-122.597,22.0,834.6059434700805,Afternoon,2
2,2024-06-20,21:52:00,ORD,MCI,2024-06-20 21:52:00,21,4,10.357019999999999,9.944064636420137,32.0,2,1,41.979,-87.904,12.0,39.297,-94.714,5.0,402.1087594326674,Evening,3
143,2024-01-01,11:13:00,SLC,TPA,2024-01-01 11:13:00,11,1,44.880419999999994,4.9720323182100685,77.0,0,3,40.788,-111.978,24.0,27.975,-82.533,8.0,1885.3250787240959,Morning,1
124,2024-11-22,17:17:00,BOS,SEA,2024-11-22 17:17:00,17,5,46.0312,7.458048477315103,51.8,3,2,42.364,-71.005,7.0,47.449,-122.309,0.0,2488.9541024091927,Evening,3
12,2024-02-26,19:29:00,PHL,AUS,2024-02-26 19:29:00,19,1,37.975739999999995,8.079552517091361,57.2,0,2,39.872,-75.241,6.0,30.194,-97.670,1.0,1428.6404287764199,Evening,3
14,2024-11-03,04:30:00,MCI,JFK,2024-11-03 04:30:00,4,7,35.67418,1.8645121193287757,95.0,3,2,39.297,-94.714,28.0,40.640,-73.779,21.0,1109.8267829146864,Night,4
96,2024-12-08,01:57:00,IND,DFW,2024-12-08 01:57:00,1,7,20.714039999999997,3.107520198881293,66.2,0,1,39.717,-86.294,5.0,32.896,-97.037,26.0,760.5585856331672,Night,4
107,2024-02-13,21:43:00,ATL,LAX,2024-02-13 21:43:00,21,2,55.23743999999999,6.836544437538844,51.8,0,1,33.640,-84.427,0.0,33.942,-118.408,14.0,1942.3165288568882,Evening,3
124,2024-12-17,06:48:00,AUS,ORD,2024-12-17 06:48:00,6,2,33.37262,1.2430080795525171,6.800000000000001,0,2,30.194,-97.670,21.0,41.979,-87.904,13.0,978.4790090523106,Morning,1
17,2024-07-16,22:53:00,PDX,SAN,2024-07-16 22:53:00,22,2,13.809359999999998,11.808576755748913,80.6,2,2,45.589,-122.597,19.0,32.733,-117.189,28.0,933.7509178110637,Night,4
172,2024-11-22,05:48:00,JFK,CMH,2024-11-22 05:48:00,5,5,24.166379999999997,11.187072715972654,48.2,3,1,40.640,-73.779,26.0,39.998,-82.892,24.0,481.90825195158254,Morning,1
106,2024-09-22,04:46:00,MIA,BOS,2024-09-22 04:46:00,4,7,11.5078,7.458048477315103,6.800000000000001,3,1,25.793,-80.291,18.0,42.364,-71.005,15.0,1260.3383823848844,Night,4
5,2024-12-13,03:35:00,IAD,SEA,2024-12-13 03:35:00,3,5,42.57886,8.079552517091361,69.8,0,2,38.944,-77.456,11.0,47.449,-122.309,0.0,2300.1186052790463,Night,4
92,2024-01-02,03:58:00,TPA,CLT,2024-01-02 03:58:00,3,2,35.67418,11.808576755748913,80.6,0,2,27.975,-82.533,25.0,35.214,-80.943,27.0,508.8256946036583,Night,4
42,2024-10-21,14:41:00,PHL,MCO,2024-10-21 14:41:00,14,1,29.920279999999998,1.8645121193287757,102.2,3,3,39.872,-75.241,6.0,28.429,-81.316,17.0,863.0118078114391,Afternoon,2
105,2024-10-21,09:02:00,CMH,MSP,2024-10-21 09:02:00,9,1,5.7539,4.35052827843381,82.4,3,3,39.998,-82.892,16.0,44.880,-93.217,4.0,624.5300283432038,Morning,1
7,2024-03-26,06:37:00,PHL,ORD,2024-03-26 06:37:00,6,2,6.904679999999999,11.187072715972654,68.0,1,3,39.872,-75.241,6.0,41.979,-87.904,13.0,676.226706065178,Morning,1
45,2024-02-23,15:59:00,LAS,SEA,2024-02-23 15:59:00,15,5,48.33275999999999,4.9720323182100685,78.8,0,3,36.080,-115.152,15.0,47.449,-122.309,0.0,866.8967585652471,Afternoon,2
21,2024-12-10,20:39:00,MCI,DTW,2024-12-10 20:39:00,20,2,42.57886,1.8645121193287757,21.2,0,1,39.297,-94.714,28.0,42.212,-83.353,6.0,627.2253469667064,Evening,3
141,2024-03-23,03:19:00,DTW,DEN,2024-03-23 03:19:00,3,6,55.23743999999999,3.7290242386575514,62.6,1,3,42.212,-83.353,14.0,39.858,-104.667,23.0,1119.6882305652452,Night,4
100,2024-12-11,09:47:00,ORD,AUS,2024-12-11 09:47:00,9,3,37.975739999999995,4.35052827843381,66.2,0,2,41.979,-87.904,12.0,30.194,-97.670,1.0,978.4790090523106,Morning,1
171,2024-03-21,04:30:00,AUS,SFO,2024-03-21 04:30:00,4,4,40.2773,11.187072715972654,100.4,1,3,30.194,-97.670,21.0,37.619,-122.375,11.0,1501.268485927527,Night,4
42,2024-09-23,23:32:00,JFK,ORD,2024-09-23 23:32:00,23,1,29.920279999999998,7.458048477315103,91.4,3,2,40.640,-73.779,26.0,41.979,-87.904,13.0,738.0472438404548,Night,4
53,2024-01-09,10:27:00,DFW,IAD,2024-01-09 10:27:00,10,2,42.57886,11.808576755748913,33.8,0,1,32.896,-97.037,10.0,38.944,-77.456,7.0,1169.6841145908013,Morning,1
47,2024-04-14,09:54:00,PDX,PHX,2024-04-14 09:54:00,9,7,41.428079999999994,6.215040397762586,24.8,1,3,45.589,-122.597,19.0,33.434,-112.008,25.0,1009.9151631653274,Morning,1
30,2024-02-19,09:41:00,CMH,LAS,2024-02-19 09:41:00,9,1,40.2773,0.6215040397762586,6.800000000000001,0,2,39.998,-82.892,16.0,36.080,-115.152,2.0,1766.444875000124,Morning,1
102,2024-11-03,23:50:00,IAD,PHX,2024-11-03 23:50:00,23,7,10.357019999999999,5.593536357986327,46.4,3,2,38.944,-77.456,11.0,33.434,-112.008,25.0,1951.8864117000771,Night,4
150,2024-10-28,12:24:00,BOS,JFK,2024-10-28 12:24:00,12,1,16.11092,11.187072715972654,91.4,3,1,42.364,-71.005,7.0,40.640,-73.779,21.0,186.5141753847296,Afternoon,2
145,2024-02-01,20:36:00,MCI,DFW,2024-02-01 20:36:00,20,4,32.22184,3.7290242386575514,32.0,0,1,39.297,-94.714,28.0,32.896,-97.037,26.0,460.8447240682225,Evening,3
188,2024-08-21,01:31:00,IND,SEA,2024-08-21 01:31:00,1,3,10.357019999999999,7.458048477315103,77.0,2,1,39.717,-86.294,5.0,47.449,-122.309,0.0,1861.3769888606107,Night,4
96,2024-08-28,03:52:00,BOS,LAX,2024-08-28 03:52:00,3,3,36.82496,11.808576755748913,78.8,2,1,42.364,-71.005,7.0,33.942,-118.408,14.0,2605.4840320160483,Night,4
114,2024-10-19,04:54:00,IAD,SAN,2024-10-19 04:54:00,4,6,6.904679999999999,7.458048477315103,5.0,3,2,38.944,-77.456,11.0,32.733,-117.189,28.0,2248.3033131369684,Night,4
119,2024-08-10,05:39:00,IAD,JFK,2024-08-10 05:39:00,5,6,17.261699999999998,6.836544437538844,5.0,2,2,38.944,-77.456,11.0,40.640,-73.779,21.0,227.6528042831142,Morning,1
33,2024-10-06,07:37:00,PDX,CMH,2024-10-06 07:37:00,7,7,5.7539,3.7290242386575514,104.0,3,1,45.589,-122.597,19.0,39.998,-82.892,24.0,2028.336098581867,Morning,1
67,2024-09-02,09:09:00,LAS,STL,2024-09-02 09:09:00,9,1,42.57886,8.079552517091361,59.0,3,1,36.080,-115.152,15.0,38.748,-90.360,19.0,1368.7318056101708,Morning,1
86,2024-03-06,14:38:00,SAN,PHL,2024-03-06 14:38:00,14,3,19.56326,3.7290242386575514,5.0,1,2,32.733,-117.189,13.0,39.872,-75.241,3.0,2364.9013081246803,Afternoon,2
159,2024-01-04,01:05:00,MIA,SLC,2024-01-04 01:05:00,1,4,55.23743999999999,6.215040397762586,57.2,0,3,25.793,-80.291,18.0,40.788,-111.978,12.0,2086.226425286811,Night,4
123,2024-02-01,15:14:00,BOS,PHL,2024-02-01 15:14:00,15,4,24.166379999999997,12.430080795525171,68.0,0,3,42.364,-71.005,7.0,39.872,-75.241,3.0,279.69596582206356,Afternoon,2
76,2024-12-03,07:21:00,MCO,AUS,2024-12-03 07:21:00,7,2,34.523399999999995,2.4860161591050343,39.2,0,3,28.429,-81.316,3.0,30.194,-97.670,1.0,991.9392064856203,Morning,1
41,2024-11-22,04:03:00,DTW,SFO,2024-11-22 04:03:00,4,5,56.38822,1.8645121193287757,39.2,3,3,42.212,-83.353,14.0,37.619,-122.375,11.0,2073.7759874768963,Night,4
172,2024-11-26,04:01:00,TPA,SFO,2024-11-26 04:01:00,4,2,0.0,3.107520198881293,50.0,3,1,27.975,-82.533,25.0,37.619,-122.375,11.0,2388.4975584902854,Night,4
157,2024-07-05,09:16:00,CLT,TPA,2024-07-05 09:16:00,9,5,50.634319999999995,5.593536357986327,37.4,2,2,35.214,-80.943,8.0,27.975,-82.533,8.0,508.8256946036583,Morning,1
65,2024-05-06,14:07:00,STL,DFW,2024-05-06 14:07:00,14,1,0.0,3.7290242386575514,100.4,1,3,38.748,-90.360,2.0,32.896,-97.037,26.0,550.5038392972778,Afternoon,2
31,2024-03-03,18:29:00,SEA,JFK,2024-03-03 18:29:00,18,7,55.23743999999999,3.7290242386575514,26.6,1,1,47.449,-122.309,22.0,40.640,-73.779,21.0,2415.0608087157384,Evening,3
172,2024-09-23,20:32:00,SFO,STL,2024-09-23 20:32:00,20,1,9.20624,11.808576755748913,102.2,3,2,37.619,-122.375,17.0,38.748,-90.360,19.0,1731.6237663937295,Evening,3
102,2024-05-10,04:03:00,MCI,PHL,2024-05-10 04:03:00,4,5,31.07106,3.107520198881293,33.8,1,1,39.297,-94.714,28.0,39.872,-75.241,3.0,1035.6436968269065,Night,4
18,2024-05-26,10:06:00,CMH,MIA,2024-05-26 10:06:00,10,7,31.07106,9.322560596643878,33.8,1,2,39.998,-82.892,16.0,25.793,-80.291,10.0,992.8804403650377,Morning,1
152,2024-10-25,09:30:00,ATL,MSP,2024-10-25 09:30:00,9,5,12.658579999999999,5.593536357986327,77.0,3,1,33.640,-84.427,0.0,44.880,-93.217,4.0,906.6205077376682,Morning,1
17,2024-08-25,02:40:00,MIA,ORD,2024-08-25 02:40:00,2,7,11.5078,12.430080795525171,-2.200000000000003,2,3,25.793,-80.291,18.0,41.979,-87.904,13.0,1199.2986137269522,Night,4
163,2024-04-17,15:42:00,JFK,CMH,2024-04-17 15:42:00,15,3,31.07106,2.4860161591050343,87.8,1,2,40.640,-73.779,26.0,39.998,-82.892,24.0,481.90825195158254,Afternoon,2
131,2024-03-20,22:54:00,BOS,SAN,2024-03-20 22:54:00,22,3,5.7539,5.593536357986327,96.8,1,3,42.364,-71.005,7.0,32.733,-117.189,28.0,2582.361572173906,Night,4
178,2024-05-04,22:57:00,DTW,BOS,2024-05-04 22:57:00,22,6,31.07106,0.6215040397762586,15.8,1,1,42.212,-83.353,14.0,42.364,-71.005,15.0,630.6867259227153,Night,4
148,2024-06-12,01:08:00,MSP,DFW,2024-06-12 01:08:00,1,3,34.523399999999995,4.35052827843381,32.0,2,1,44.880,-93.217,23.0,32.896,-97.037,26.0,852.8591434782962,Night,4
125,2024-10-18,14:47:00,AUS,SFO,2024-10-18 14:47:00,14,5,9.20624,11.808576755748913,26.6,3,1,30.194,-97.670,21.0,37.619,-122.375,11.0,1501.268485927527,Afternoon,2
69,2024-09-25,15:37:00,CMH,MSP,2024-09-25 15:37:00,15,3,48.33275999999999,6.215040397762586,80.6,3,1,39.998,-82.892,16.0,44.880,-93.217,4.0,624.5300283432038,Afternoon,2
190,2024-06-17,00:34:00,JFK,PHX,2024-06-17 00:34:00,0,1,26.46794,10.565568676196396,78.8,2,2,40.640,-73.779,26.0,33.434,-112.008,25.0,2148.5933969200855,Night,4
25,2024-05-05,03:25:00,SFO,BOS,2024-05-05 03:25:00,3,7,29.920279999999998,6.215040397762586,39.2,1,3,37.619,-122.375,17.0,42.364,-71.005,15.0,2697.5666148411965,Night,4
169,2024-04-10,14:14:00,STL,PDX,2024-04-10 14:14:00,14,3,55.23743999999999,8.70105655686762,44.6,1,3,38.748,-90.360,2.0,45.589,-122.597,22.0,1704.3497001519356,Afternoon,2
170,2024-03-09,10:23:00,MSP,STL,2024-03-09 10:23:00,10,6,23.0156,6.836544437538844,91.4,1,1,44.880,-93.217,23.0,38.748,-90.360,19.0,448.4225375469915,Morning,1
33,2024-03-05,01:07:00,TPA,IAD,2024-03-05 01:07:00,1,2,5.7539,12.430080795525171,37.4,1,3,27.975,-82.533,25.0,38.944,-77.456,7.0,812.0510926867364,Night,4
184,2024-03-25,21:08:00,SAN,PDX,2024-03-25 21:08:00,21,1,28.769499999999997,1.2430080795525171,66.2,1,1,32.733,-117.189,13.0,45.589,-122.597,22.0,933.7509178110637,Evening,3
47,2024-04-20,13:56:00,CLT,PDX,2024-04-20 13:56:00,13,6,10.357019999999999,3.107520198881293,39.2,1,3,35.214,-80.943,8.0,45.589,-122.597,22.0,2276.9940406949877,Afternoon,2
123,2024-01-16,05:02:00,IAD,SFO,2024-01-16 05:02:00,5,2,35.67418,6.836544437538844,104.0,0,3,38.944,-77.456,11.0,37.619,-122.375,11.0,2413.057799691446,Morning,1
182,2024-03-02,04:29:00,PDX,IAD,2024-03-02 04:29:00,4,6,34.523399999999995,11.808576755748913,60.8,1,2,45.589,-122.597,19.0,38.944,-77.456,7.0,2321.579192419022,Night,4
124,2024-03-23,03:38:00,PHX,SFO,2024-03-23 03:38:00,3,6,55.23743999999999,11.187072715972654,55.4,1,1,33.434,-112.008,9.0,37.619,-122.375,11.0,650.196854561095,Night,4
125,2024-12-06,07:40:00,AUS,PDX,2024-12-06 07:40:00,7,5,31.07106,5.593536357986327,71.6,0,3,30.194,-97.670,21.0,45.589,-122.597,22.0,1713.5716052774892,Morning,1
8,2024-03-11,12:04:00,CLT,ATL,2024-03-11 12:04:00,12,1,3.4523399999999995,1.8645121193287757,60.8,1,2,35.214,-80.943,8.0,33.640,-84.427,20.0,226.37097004138795,Afternoon,2
63,2024-10-26,10:38:00,SAN,IAD,2024-10-26 10:38:00,10,6,8.05546,12.430080795525171,55.4,3,2,32.733,-117.189,13.0,38.944,-77.456,7.0,2248.3033131369684,Morning,1
91,2024-03-21,15:11:00,DFW,MCO,2024-03-21 15:11:00,15,4,1.15078,1.2430080795525171,19.4,1,3,32.896,-97.037,10.0,28.429,-81.316,17.0,982.825134177071,Afternoon,2
34,2024-02-10,17:28:00,MSP,TPA,2024-02-10 17:28:00,17,6,26.46794,2.4860161591050343,87.8,0,3,44.880,-93.217,23.0,27.975,-82.533,8.0,1307.6549243792006,Evening,3
86,2024-10-14,07:06:00,ORD,MSP,2024-10-14 07:06:00,7,1,21.864819999999998,3.107520198881293,5.0,3,1,41.979,-87.904,12.0,44.880,-93.217,4.0,333.4200852397453,Morning,1
50,2024-03-26,14:45:00,PDX,AUS,2024-03-26 14:45:00,14,2,33.37262,5.593536357986327,33.8,1,1,45.589,-122.597,19.0,30.194,-97.670,1.0,1713.5716052774892,Afternoon,2
169,2024-11-11,01:36:00,SFO,LAS,2024-11-11 01:36:00,1,1,19.56326,6.215040397762586,44.6,3,1,37.619,-122.375,17.0,36.080,-115.152,2.0,413.1511189885823,Night,4
16,2024-06-08,11:01:00,SEA,LAX,2024-06-08 11:01:00,11,6,14.960139999999999,8.079552517091361,89.6,2,3,47.449,-122.309,22.0,33.942,-118.408,14.0,955.035945260845,Morning,1
87,2024-04-26,02:56:00,IAD,BNA,2024-04-26 02:56:00,2,5,56.38822,8.079552517091361,50.0,1,1,38.944,-77.456,11.0,36.124,-86.678,9.0,541.2283193098506,Night,4
155,2024-03-28,20:03:00,ATL,IND,2024-03-28 20:03:00,20,4,5.7539,9.322560596643878,21.2,1,1,33.640,-84.427,0.0,39.717,-86.294,16.0,432.4112639706111,Evening,3
191,2024-10-18,17:26:00,JFK,SAN,2024-10-18 17:26:00,17,5,2.30156,10.565568676196396,51.8,3,3,40.640,-73.779,26.0,32.733,-117.189,28.0,2440.756473833826,Evening,3
163,2024-11-03,01:54:00,IAD,PDX,2024-11-03 01:54:00,1,7,41.428079999999994,3.107520198881293,32.0,3,1,38.944,-77.456,11.0,45.589,-122.597,22.0,2321.579192419022,Night,4
194,2024-01-03,04:19:00,TPA,JFK,2024-01-03 04:19:00,4,3,54.086659999999995,8.70105655686762,98.6,0,1,27.975,-82.533,25.0,40.640,-73.779,21.0,1006.3708227530236,Night,4
78,2024-06-17,04:51:00,JFK,PHL,2024-06-17 04:51:00,4,1,11.5078,2.4860161591050343,87.8,2,1,40.640,-73.779,26.0,39.872,-75.241,3.0,93.58688101549252,Night,4
44,2024-07-07,21:08:00,TPA,PDX,2024-07-07 21:08:00,21,7,27.618719999999996,9.944064636420137,87.8,2,2,27.975,-82.533,25.0,45.589,-122.597,22.0,2493.6841643291386,Evening,3
5,2024-03-09,11:54:00,CLT,BNA,2024-03-09 11:54:00,11,6,50.634319999999995,6.215040397762586,95.0,1,3,35.214,-80.943,8.0,36.124,-86.678,9.0,327.94643965880084,Morning,1
62,2024-03-22,07:45:00,JFK,DEN,2024-03-22 07:45:00,7,5,21.864819999999998,6.215040397762586,73.4,1,1,40.640,-73.779,26.0,39.858,-104.667,23.0,1621.396208108811,Morning,1
111,2024-04-21,02:07:00,IND,SLC,2024-04-21 02:07:00,2,7,55.23743999999999,5.593536357986327,68.0,1,3,39.717,-86.294,5.0,40.788,-111.978,12.0,1351.5714844157683,Night,4
